"subId","estimatedValue","debtAmount","independentValuation","province","postalCode","maxBid"
"SUB-JA-2017-70136",191900,106597.22,0,"madrid","28027",118600
"SUB-JA-2017-70155",480878,371177.22,0,"gerona","17490",400000
"SUB-JA-2017-70200",60000,48357.86,0,"las_palmas","35500",61709.19
"SUB-JA-2017-70215",298389,52163.18,0,"alicante","03203",87000.01
"SUB-JA-2017-70231",149036.57,87829.45,0,"santa_cruz_de_tenerife","38390",75000
"SUB-JA-2017-70257",14605.1,4875.81,0,"barcelona","08191",6500
"SUB-JA-2017-70272",105600,53867.6,0,"toledo","45590",53868
"SUB-JA-2017-70353",102416.86,41307.52,0,"malaga","29620",52789
"SUB-JA-2017-70356",189300,189447.92,0,"madrid","28933",192254
"SUB-JA-2017-70363",41085,38722,41085,"malaga","29620",20600
"SUB-JA-2017-70443",75000,77836.61,0,"madrid","28021",95400.64
"SUB-JA-2017-70472",116175.64,71524.64,0,"malaga","29604",93598.64
"SUB-JA-2017-70522",109600,42988.19,109600,"albacete","02500",59653.55
"SUB-JA-2017-70536",359910,203962.63,0,"barcelona","08350",179955
"SUB-JA-2017-70572",287546,215495.79,0,"madrid","28024",201282.2
"SUB-JA-2017-70580",208146,162953.43,0,"almeria","04700",151048
"SUB-JA-2017-70587",280233.53,121139.4,289226,"malaga","29630",197613
"SUB-JA-2017-70611",260208,139496.04,0,"castellon","12600",130200
"SUB-JA-2017-70696",180000,46962.11,0,"alicante","03205",59368.06
"SUB-JA-2017-70706",325103.88,98691.1,0,"malaga","29600",238000
"SUB-JA-2017-70726",287451.69,164318.67,0,"toledo","45230",143750
"SUB-JA-2017-70738",90000,63261.81,0,"valencia","46540",71242.94
"SUB-JA-2017-70745",336600,223810.24,336600,"barcelona","08015",196235.46
"SUB-JA-2017-70760",99346.98,79433.12,0,"tarragona","43560",20145.46
"SUB-JA-2017-70773",238994.4,136031.18,0,"sevilla","41927",166706.55
"SUB-JA-2017-70786",13000,4075.08,0,"barcelona","08770",6363.56
"SUB-JA-2017-70793",332888,187926.11,332888,"alicante","03730",290150
"SUB-JA-2017-70794",72450,113851.62,0,"madrid","28047",52000
"SUB-JA-2017-70836",8930.87,5465.98,0,"huelva","21007",2500
"SUB-JA-2017-70846",274741.5,214710.3,274741.5,"barcelona","08750",189687.01
"SUB-JA-2017-70861",118913.7,95400.95,118913.7,"badajoz","06006",100
"SUB-JA-2017-70991",235030.19,149796.23,235030.19,"alicante","03710",124900
"SUB-JA-2017-71019",255080,119987.43,0,"gerona","17310",148217
"SUB-JA-2017-71071",158175.83,54884.16,158175.83,"barcelona","08291",144100
"SUB-JA-2017-71073",40000,32900,0,"zaragoza","50010",20000
"SUB-JA-2017-71135",365500,273928.04,0,"madrid","28012",222222.22
"SUB-JA-2017-71153",11000,62928.12,0,"barcelona","08004",3502
"SUB-JA-2017-71154",284400,142202.22,0,"barcelona","08197",186000
"SUB-JA-2017-71161",39000,62928.12,0,"lugo","27277",2110
"SUB-JA-2017-71200",136429.75,85563.38,0,"barcelona","08225",138100
"SUB-JA-2017-71224",271773.9,196767.73,0,"barcelona","08397",20000
"SUB-JA-2017-71253",157488.65,80100.7,0,"huelva","21400",105158.17
"SUB-JA-2017-71277",86072.8,27990.62,0,"alicante","03690",123238.4
"SUB-JA-2017-71290",16632,11105.19,0,"madrid","28041",5200
"SUB-JA-2017-71365",495608.36,177454.39,0,"madrid","28020",275000
"SUB-JA-2017-71380",246500,51746.68,246500,"gerona","17240",147901
"SUB-JA-2017-71481",171627.33,150757.68,0,"barcelona","08860",173204.05
"SUB-JA-2017-71560",220335.68,259385.01,220335.68,"sevilla","41008",110189.87
"SUB-JA-2017-71598",272268.75,132217.7,0,"madrid","28231",70200
"SUB-JA-2017-71609",90265.74,41963.54,90265.74,"barcelona","08760",45132.87
"SUB-JA-2017-71613",319918.08,143300.76,319918.08,"madrid","28905",271576.78
"SUB-JA-2017-71646",138800,35432.74,0,"alicante","03690",59684
"SUB-JA-2017-71650",105197,50485.86,0,"malaga","29719",50503
"SUB-JA-2017-71663",185697.44,125792.51,0,"madrid","28005",130000
"SUB-JA-2017-71666",160400,109638.82,0,"madrid","28028",110000
"SUB-JA-2017-71678",240433.35,27875.36,0,"madrid","28025",160755.81
"SUB-JA-2017-71688",76387.32,39977.44,0,"malaga","29651",67738
"SUB-JA-2017-71704",8980,3998.15,0,"alicante","03730",500
"SUB-JA-2017-71705",130000,20812.09,0,"barcelona","08455",27057
"SUB-JA-2017-71708",89285.34,78437.54,0,"madrid","28004",70800
"SUB-JA-2017-71748",249700,257134.26,0,"madrid","28019",121800
"SUB-JA-2017-71781",279087.88,253872.89,0,"madrid","28007",195400
"SUB-JA-2017-71789",145565.66,72589.33,0,"toledo","45910",73581.82
"SUB-JA-2017-71795",525192,160743.56,0,"madrid","28021",347200
"SUB-JA-2017-71797",147200,133715.16,0,"toledo","45519",73600
"SUB-JA-2017-71799",1909300,1147468.87,1909300,"santa_cruz_de_tenerife","38550",2001000
"SUB-JA-2017-71804",238526,234799.02,0,"barcelona","08902",119263
"SUB-JA-2017-71819",374971.64,221185.22,0,"madrid","28028",273200
"SUB-JA-2017-71912",429552.58,349661.9,0,"madrid","28045",272618.9
"SUB-JA-2017-72000",27853.97,4564.4,27853.97,"tarragona","43520",6900
"SUB-JA-2017-72125",1146336.68,183335.94,0,"madrid","28043",451000
"SUB-JA-2017-72199",270348,87976.68,0,"alicante","03500",189378.8
"SUB-JA-2017-72213",78765,7265.88,0,"toledo","45600",55136
"SUB-JA-2017-72364",74.77,1711055.52,0,"badajoz","06200",58941.69
"SUB-JA-2017-72427",48204.25,23250.67,0,"cadiz","11612",38363
"SUB-JA-2017-72444",49041.6,24149.17,0,"cadiz","11660",24522
"SUB-JA-2017-72466",141525,71385.07,0,"madrid","28053",84915
"SUB-JA-2017-72475",259991.57,199971.92,240700,"las_palmas","35120",275647.99
"SUB-JA-2017-72478",123240.28,48017.1,0,"madrid","28004",59167.81
"SUB-JA-2017-72479",210000,112492.97,0,"madrid","28053",62500
"SUB-JA-2017-72480",845842,546642.74,0,"madrid","28015",412500
"SUB-JA-2017-72516",82384.97,48285.79,0,"alicante","03726",54650
"SUB-JA-2017-72538",410300,148538.23,0,"barcelona","08195",276900
"SUB-JA-2017-72546",71093.77,41535.87,0,"alicante","03100",35547
"SUB-JA-2017-72591",321765,139463.53,218152.74,"pontevedra","36960",160884
"SUB-JA-2017-72640",133712.8,133712.8,0,"barcelona","08002",112000
"SUB-JA-2017-72712",328425.5,135289.75,328425.5,"madrid","28660",70000
"SUB-JA-2017-72741",232545.61,166378.21,0,"madrid","28027",116272.58
"SUB-JA-2017-72864",169540,75726.94,0,"ciudad_real","13710",101724
"SUB-JA-2017-72865",197280,98580.11,0,"madrid","28933",119000
"SUB-JA-2017-72927",61143.32,36132.64,0,"sevilla","41700",18000
"SUB-JA-2017-72944",200366.96,200366.96,273461.73,"barcelona","08800",191423.21
"SUB-JA-2017-72946",86626.5,9027.45,0,"santa_cruz_de_tenerife","38626",33200
"SUB-JA-2017-72977",168000,47688.13,0,"vizcaya","48004",93500
"SUB-JA-2017-73023",30000,106316.56,30000,"baleares","07141",35000
"SUB-JA-2017-73036",143000,87045.2,0,"malaga","29640",127506.72
"SUB-JA-2017-73071",150000,1064054.06,0,"huelva","21810",18107.77
"SUB-JA-2017-73089",13604,7735.02,0,"santa_cruz_de_tenerife","38660",11560
"SUB-JA-2017-73098",96658.8,748571.29,0,"huelva","21400",48330
"SUB-JA-2017-73182",270707.75,55881.92,0,"malaga","29693",167500
"SUB-JA-2017-73183",174300,142223.5,174300,"valencia","46100",0
"SUB-JA-2017-73201",362250,137053.24,0,"granada","18697",181125
"SUB-JA-2017-73221",241828.05,123316.89,0,"toledo","45223",158389
"SUB-JA-2017-73234",145282.17,76537.98,145282.17,"gerona","17487",73000
"SUB-JA-2017-73300",636300,383933.75,0,"barcelona","08190",428500
"SUB-JA-2017-73316",433100,294182.03,0,"madrid","28660",420000
"SUB-JA-2017-73387",111482.58,63083.24,0,"madrid","28030",95501.79
"SUB-JA-2017-73388",223526.2,138272.13,0,"toledo","45533",156468.34
"SUB-JA-2017-73415",495933.72,102867.5,0,"madrid","28016",170000
"SUB-JA-2017-73495",5534.29,8038.34,0,"valencia","46950",5000
"SUB-JA-2017-73498",15000,31821.14,0,"valencia","46550",5400
"SUB-JA-2017-73505",1798312,1340277.9,0,"barcelona","08034",899200.6
"SUB-JA-2017-73527",142978.08,48588.14,0,"madrid","28018",100085
"SUB-JA-2017-73539",1353005.37,450615.31,0,"barcelona","08190",350500
"SUB-JA-2017-73569",76831.04,13759.41,0,"tarragona","43382",16525
"SUB-JA-2017-73601",477000,289408.72,0,"madrid","28028",272440
"SUB-JA-2017-73626",6948,4079.38,0,"albacete","02400",3476
"SUB-JA-2017-73669",13518.26,60216.32,13518.26,"madrid","28660",9462.79
"SUB-JA-2017-73686",355400,40272.4,0,"cadiz","11368",92665
"SUB-JA-2017-73717",142412.82,71830.48,0,"baleares","07180",55000
"SUB-JA-2017-73738",24123,100201.66,0,"malaga","29620",10701.92
"SUB-JA-2017-73774",45242,22735.81,0,"tarragona","43810",31670
"SUB-JA-2017-73811",1702000,41000,0,"malaga","29700",237123
"SUB-JA-2017-73818",245186.75,254186.75,0,"malaga","29004",561000
"SUB-JA-2017-73823",1088645,321225.1,1088645,"baleares","07141",500000
"SUB-JA-2017-73840",177500,344431,0,"madrid","28939",185000
"SUB-JA-2017-73867",134608.52,40407.41,0,"almeria","04740",43310.03
"SUB-JA-2017-73914",180052.74,90538.18,0,"valladolid","47610",75150
"SUB-JA-2017-73916",101935.15,63089.95,0,"madrid","28032",127000
"SUB-JA-2017-73918",240500,84264.74,0,"alicante","03780",108063.5
"SUB-JA-2017-73949",85334.73,37184.6,0,"alicante","03203",47159.98
"SUB-JA-2017-73981",146731.68,63759.74,0,"madrid","28970",74000
"SUB-JA-2017-74001",449550,166494.56,0,"baleares","07313",253723
"SUB-JA-2017-74026",212611.53,0.01,0,"segovia","40020",100
"SUB-JA-2017-74053",144491.25,65914.44,0,"la_coruna","15003",85001
"SUB-JA-2017-74074",153550,65451.9,0,"toledo","45960",107485
"SUB-JA-2017-74099",110359.58,62558.8,0,"santa_cruz_de_tenerife","38660",89000
"SUB-JA-2017-74151",170866.28,75652.34,0,"sevilla","41020",137399.05
"SUB-JA-2017-74172",17480.3,5115.6,17480.3,"guadalajara","19220",5100
"SUB-JA-2017-74185",117710.54,1233083.99,0,"sevilla","41590",10100
"SUB-JA-2017-74190",269914,286611.38,0,"alicante","03599",142100
"SUB-JA-2017-74207",327316.78,226314.8,0,"barcelona","08015",230000
"SUB-JA-2017-74230",213100,216846.77,0,"malaga","29630",126449.94
"SUB-JA-2017-74233",174000,62604.4,174000,"almeria","04700",90000
"SUB-JA-2017-74235",93188.4,309667.58,0,"madrid","28017",50161.7
"SUB-JA-2017-74279",200000,104487.67,0,"madrid","28021",140000
"SUB-JA-2017-74313",365030,191084.68,0,"toledo","45930",241768
"SUB-JA-2017-74433",365970.13,176752.28,0,"cordoba","14700",186000
"SUB-JA-2017-74456",250096,190224.12,0,"madrid","28035",125049
"SUB-JA-2017-74487",84210.83,68627.56,0,"castellon","12250",42105.42
"SUB-JA-2017-74523",135347.29,33848.58,0,"cadiz","11130",46110.1
"SUB-JA-2017-74524",63176.5,22127.52,0,"cadiz","11204",37906
"SUB-JA-2017-74580",265869,76911.03,0,"huelva","21830",114325
"SUB-JA-2017-74601",161000,45294.39,0,"sevilla","41008",67887
"SUB-JA-2017-74611",105000,70852.05,105000,"navarra","31621",97374
"SUB-JA-2017-74612",28000,20469.81,0,"pontevedra","36001",24000
"SUB-JA-2017-74656",273475.26,124820.3,0,"malaga","29620",118801
"SUB-JA-2017-74671",90000,44880,90000,"baleares","07260",63200
"SUB-JA-2017-74711",216809,119867.57,0,"madrid","28000",108500
"SUB-JA-2017-74735",188840.78,59928.12,188840.78,"zaragoza","50600",54000
"SUB-JA-2017-74748",308550,6734.32,0,"madrid","28046",307000.4
"SUB-JA-2017-74750",396347.9,209272.01,0,"madrid","28007",198174
"SUB-JA-2017-74764",851000,573038.57,0,"madrid","28009",429881
"SUB-JA-2017-74768",120000,62860.21,0,"gerona","17480",132500
"SUB-JA-2017-74823",1723081.42,974270.82,0,"baleares","07190",2307131.2
"SUB-JA-2017-74939",251089.96,142587.13,0,"barcelona","08921",125544.98
"SUB-JA-2017-74955",100716.27,18179.72,0,"las_palmas","35260",24930
"SUB-JA-2017-75002",68226.89,22473.57,0,"lerida","25005",30685.33
"SUB-JA-2017-75013",455201.88,130290.37,0,"barcelona","08207",150090
"SUB-JA-2017-75017",486165.12,68640.7,0,"cordoba","14008",198500
"SUB-JA-2017-75047",492791.6,304367.75,0,"huelva","21440",135000
"SUB-JA-2017-75060",109142.55,44811.71,0,"huelva","21001",82225.52
"SUB-JA-2017-75086",120000,40914.39,0,"toledo","45638",56812
"SUB-JA-2017-75116",71976.06,39622.27,0,"caceres","10600",54553
"SUB-JA-2017-75117",82811.66,30000,82811.66,"santa_cruz_de_tenerife","38203",41406
"SUB-JA-2017-75146",1802995,647392,0,"madrid","28046",1289000
"SUB-JA-2017-75147",340934.6,160996.8,0,"barcelona","08450",200300
"SUB-JA-2017-75155",29258.46,20000,0,"huelva","21006",2930
"SUB-JA-2017-75192",65000,57887.1,0,"guadalajara","19250",113679.54
"SUB-JA-2017-75239",210037.2,190115.83,0,"barcelona","08902",105018.6
"SUB-JA-2017-75241",22331,9880.06,0,"baleares","07006",11800
"SUB-JA-2017-75245",16050,20659.74,0,"cadiz","11130",7500
"SUB-JA-2017-75248",111905.11,21070,0,"huelva","21100",51300
"SUB-JA-2017-75282",158800,202945.12,0,"madrid","28025",111161
"SUB-JA-2017-75293",149625.8,91664.9,0,"almeria","04621",89775.48
"SUB-JA-2017-75302",23296.88,14926.67,0,"madrid","28007",18000
"SUB-JA-2017-75356",17136,3266.82,0,"madrid","28041",8600
"SUB-JA-2017-75360",315830,251359.4,315830,"madrid","28400",127300
"SUB-JA-2017-75386",40300,11495.62,0,"madrid","28031",17800
"SUB-JA-2017-75423",216469.76,202098.97,0,"madrid","28025",53700
"SUB-JA-2017-75442",54756.57,29559.63,0,"valencia","46610",27478
"SUB-JA-2017-75465",362500,169753.21,0,"pontevedra","36970",175100
"SUB-JA-2017-75468",11000,1910.28,11000,"gerona","17300",3037.81
"SUB-JA-2017-75591",90871.58,92558.24,0,"albacete","02600",85575
"SUB-JA-2017-75598",321030.43,0.01,0,"almeria","04745",322000
"SUB-JA-2017-75612",291796.56,168192.84,291796.56,"baleares","07550",214844.94
"SUB-JA-2017-75673",430701,155418.19,0,"madrid","28036",304000
"SUB-JA-2017-75706",47437.07,53829.19,48000,"burgos","09007",24000.37
"SUB-JA-2017-75708",39403.55,12689.33,39403.55,"cordoba","14140",17055
"SUB-JA-2017-75723",174842.01,179636.02,0,"barcelona","08222",150000
"SUB-JA-2017-75750",311118.6,255485.45,0,"barcelona","08905",155559.3
"SUB-JA-2017-75753",360701.28,169282.64,360701.28,"toledo","45125",180350.64
"SUB-JA-2017-75776",454990,256432.38,0,"guadalajara","19001",318500
"SUB-JA-2017-75802",884906.8,134682.22,0,"malaga","29688",558000
"SUB-JA-2017-75805",64603.7,34451.57,64603.7,"sevilla","41620",41650
"SUB-JA-2017-75809",97223.13,38864.96,0,"malaga","29160",48612.57
"SUB-JA-2017-75836",197739,106041.09,0,"ciudad_real","13700",125000
"SUB-JA-2017-75843",67028.81,104294.54,0,"malaga","29130",90263
"SUB-JA-2017-75862",225332,11384.53,0,"cadiz","11550",37250
"SUB-JA-2017-75875",12312,4984.46,0,"alicante","03201",8100
"SUB-JA-2017-75919",141700,137206.04,0,"malaga","29631",70850
"SUB-JA-2017-75956",318250,151536.45,0,"madrid","28029",190950
"SUB-JA-2017-75957",688000,261051.33,0,"madrid","28004",344400
"SUB-JA-2017-76059",143010,76634.45,0,"huelva","21400",91421
"SUB-JA-2017-76082",76367.03,10770.8,76367.03,"badajoz","06510",19000
"SUB-JA-2017-76142",440400,328264.39,0,"madrid","28007",274500.01
"SUB-JA-2017-76172",34300,18583.02,0,"sevilla","41015",17200.01
"SUB-JA-2017-76175",135118.37,100995.47,0,"alicante","03730",75000
"SUB-JA-2017-76197",121802.53,76080.72,0,"caceres","10300",85262
"SUB-JA-2017-76201",45394,693782.48,0,"sevilla","41011",33048
"SUB-JA-2017-76214",3600,4037.9,3600,"barcelona","08830",1080.28
"SUB-JA-2017-76237",226113.54,198268.09,0,"almeria","04400",96000
"SUB-JA-2017-76239",411899,262021.65,0,"pontevedra","36960",247457.38
"SUB-JA-2017-76266",181200,142761.05,0,"cadiz","11203",80000
"SUB-JA-2017-76324",229100,64199.5,0,"caceres","10300",99350
"SUB-JA-2017-76372",82000,40483.81,0,"la_coruna","15007",59000
"SUB-JA-2017-76399",187591.72,107738.01,0,"huelva","21440",95500
"SUB-JA-2017-76412",2129347.59,1714658.32,0,"madrid","28006",1200000
"SUB-JA-2017-76432",4744.56,3005.09,0,"baleares","07010",50
"SUB-JA-2017-76435",590800,326380.36,590800,"barcelona","08350",245000
"SUB-JA-2017-76437",106585,77437.93,0,"valencia","46450",73500
"SUB-JA-2017-76489",269668,357890.51,0,"madrid","28046",188770
"SUB-JA-2017-76500",112218.57,74555.82,0,"toledo","45600",78553
"SUB-JA-2017-76530",118997,111702.88,0,"barcelona","08902",83297.9
"SUB-JA-2017-76535",94194.38,19427.36,0,"vizcaya","48150",31350
"SUB-JA-2017-76550",15345.75,15122.52,0,"granada","18600",6100
"SUB-JA-2017-76581",19181.5,6715.26,0,"zaragoza","50013",14170.74
"SUB-JA-2017-76614",150363,194394.85,0,"valencia","46240",85000
"SUB-JA-2017-76636",116572.35,69642.44,0,"valencia","46230",60000
"SUB-JA-2017-76659",605064.95,458093.84,0,"barcelona","08197",302533.48
"SUB-JA-2017-76664",780000,524797.81,0,"madrid","28012",624415.21
"SUB-JA-2017-76668",1065030,577879.02,0,"valencia","46260",507200
"SUB-JA-2017-76724",676500,445137.19,676500,"ciudad_real","13610",376800
"SUB-JA-2017-76847",5717000,9090546.51,0,"guipuzcoa","20570",2585600
"SUB-JA-2017-76853",300000,9090546.51,0,"guipuzcoa","20570",150100
"SUB-JA-2017-76885",90000,90151.81,0,"jaen","23293",2000000
"SUB-JA-2017-76889",50823.68,5861.11,0,"barcelona","08490",25500
"SUB-JA-2017-76906",218506.74,135737.43,0,"alicante","03013",162490.8
"SUB-JA-2017-76922",142790.6,107051.96,142790.6,"valencia","46410",72000
"SUB-JA-2017-76940",2679000,2007361.84,0,"toledo","45006",1339501
"SUB-JA-2017-76999",168892.41,133526,0,"toledo","45180",118225
"SUB-JA-2017-77005",239000,194165.49,0,"huelva","21000",188000
"SUB-JA-2017-77021",384756,193171.12,0,"madrid","28009",309500
"SUB-JA-2017-77051",310292,106055.37,0,"sevilla","41001",137871.37
"SUB-JA-2017-77147",107827.2,55949.51,0,"alicante","03804",54000
"SUB-JA-2017-77150",165090.48,80492.14,165090.48,"alicante","03400",108044.56
"SUB-JA-2017-77202",515705,397973.64,0,"madrid","28770",257852.5
"SUB-JA-2017-77255",3875313.93,2639321.06,3875313.93,"barcelona","08224",761000
"SUB-JA-2017-77261",144000,89625.27,0,"baleares","07008",114224
"SUB-JA-2017-77290",584796,248020.5,0,"barcelona","08005",186310
"SUB-JA-2017-77348",240000,247296.12,0,"valencia","46195",167999.99
"SUB-JA-2017-77369",547858.49,178684.52,0,"madrid","28030",328600
"SUB-JA-2017-77408",311227,198299.64,0,"toledo","45400",217858.9
"SUB-JA-2017-77410",412950,133600.94,0,"sevilla","41020",146503.17
"SUB-JA-2017-77416",313230,123988.4,0,"malaga","29600",155004
"SUB-JA-2017-77479",1382800,676799.87,0,"valencia","46530",741717.87
"SUB-JA-2017-77503",104098.17,37372.39,0,"alicante","03800",48598
"SUB-JA-2017-77612",345779.59,54488.25,235200,"malaga","29300",130450
"SUB-JA-2017-77621",159500,96487.82,0,"caceres","10450",102750
"SUB-JA-2017-77668",40400,5978.24,0,"alicante","03181",18001
"SUB-JA-2017-77716",1197700,482747.63,0,"barcelona","08870",625000
"SUB-JA-2017-77718",189262,168709.38,0,"albacete","02600",94635
"SUB-JA-2017-77720",101121.2,54949.83,0,"madrid","28021",101500.01
"SUB-JA-2017-77740",357800,179557.78,0,"madrid","28923",180000
"SUB-JA-2017-77743",40769.2,19767.58,0,"badajoz","06300",24000
"SUB-JA-2017-77748",161193.37,82598.78,0,"gerona","17300",123502
"SUB-JA-2017-77783",202839.2,150213.04,0,"malaga","29620",129000
"SUB-JA-2017-77809",157769.74,92083.01,0,"baleares","07300",133900
"SUB-JA-2017-77823",111104,77421.75,0,"alicante","03005",56000
"SUB-JA-2017-77907",4182,8447.27,0,"sevilla","41970",1800.01
"SUB-JA-2017-77962",128409.6,88857.94,128409.6,"malaga","29691",89886.72
"SUB-JA-2017-78025",8267832.59,3805408.55,0,"toledo","45215",4133917
"SUB-JA-2017-78046",436799.25,108788.72,0,"cadiz","11310",232000
"SUB-JA-2017-78053",766298,490766.74,0,"cantabria","39200",496000
"SUB-JA-2017-78057",97081.2,36535.11,0,"santa_cruz_de_tenerife","38107",52495
"SUB-JA-2017-78062",72752.52,43372.65,0,"gerona","17600",54007.07
"SUB-JA-2017-78072",73350,38095.58,0,"almeria","04745",44848.55
"SUB-JA-2017-78085",50000,51882.77,50000,"la_rioja","26500",46000
"SUB-JA-2017-78208",161250,102480.41,0,"malaga","29620",112875
"SUB-JA-2017-78209",226384.9,226384.9,0,"madrid","28223",86006.04
"SUB-JA-2017-78211",5111411.97,4786875,0,"madrid","28670",2780000
"SUB-JA-2017-78236",165000,9322.31,0,"cadiz","11130",4000
"SUB-JA-2017-78265",197035.44,158917.86,0,"madrid","28045",90000.01
"SUB-JA-2017-78266",527480,102066.3,527480,"ciudad_real","13200",129400
"SUB-JA-2017-78275",100025.79,21948.7,0,"caceres","10005",28000
"SUB-JA-2017-78292",2015.85,45088.25,0,"la_coruna","15360",150
"SUB-JA-2017-78306",173000,90051.85,0,"valencia","46940",86510
"SUB-JA-2017-78353",136487.25,22992.13,0,"alicante","03710",143650
"SUB-JA-2017-78387",206880,80411.34,0,"cuenca","16400",103500
"SUB-JA-2017-78391",264990.9,132155.85,0,"sevilla","41013",152000
"SUB-JA-2017-78393",279000,226558.11,0,"baleares","07003",160000
"SUB-JA-2017-78445",55932.12,189914.69,0,"madrid","28037",92001
"SUB-JA-2017-78448",165325.93,76004.54,0,"alicante","03200",88100
"SUB-JA-2017-78498",27500,15950.89,0,"granada","18009",15500
"SUB-JA-2017-78520",6000,81864.36,0,"madrid","28700",8000
"SUB-JA-2017-78662",148000,2625.83,0,"madrid","28027",94000
"SUB-JA-2017-78663",14714.7,5448.97,0,"la_coruna","15005",10705
"SUB-JA-2017-78709",70089.02,47685.05,0,"almeria","04869",45600
"SUB-JA-2017-78741",185027.13,96170.19,0,"albacete","02005",122730.48
"SUB-JA-2017-78769",1260552.2,75174.32,0,"madrid","28792",127000.01
"SUB-JA-2017-78840",205000,88635.23,0,"leon","24195",144000
"SUB-JA-2017-78979",163350,145596.11,0,"almeria","04700",114350
"SUB-JA-2017-79023",128399.32,98675.63,0,"alicante","03204",57795.19
"SUB-JA-2017-79077",200422,206219.9,0,"barcelona","08291",133020
"SUB-JA-2017-79086",147000,104016.64,0,"navarra","31621",70000
"SUB-JA-2017-79105",84426.26,60126.49,0,"madrid","28020",59200
"SUB-JA-2017-79113",69120,13093.35,49649.48,"orense","32001",20202
"SUB-JA-2017-79130",33755.13,33281,0,"huelva","21630",23762
"SUB-JA-2017-79145",142311.84,110642.73,0,"alicante","03690",109501.9
"SUB-JA-2017-79160",341418,165289.43,0,"madrid","28891",170709
"SUB-JA-2017-79201",102300,64583.8,0,"madrid","28012",72600
"SUB-JA-2017-79205",143462,57070.74,0,"alicante","03501",62000
"SUB-JA-2017-79254",178370,109454.26,0,"barcelona","08812",117778
"SUB-JA-2017-79321",328960,126416.77,0,"barcelona","08860",166400
"SUB-JA-2017-79331",226204.56,178522.88,226204.56,"barcelona","08904",158343.19
"SUB-JA-2017-79340",315469.56,172893.13,0,"toledo","45646",207406.5
"SUB-JA-2017-79369",42700,11502.96,0,"sevilla","41008",29000
"SUB-JA-2017-79433",249648,127032.7,0,"baleares","07609",164640
"SUB-JA-2017-79438",19983.34,5006.81,0,"gerona","17487",40001
"SUB-JA-2017-79455",298282.31,242026.04,0,"barcelona","08340",372006
"SUB-JA-2017-79459",308192.2,158852.89,0,"castellon","12006",103000
"SUB-JA-2017-79465",39900,66294.38,0,"tarragona","43300",30100
"SUB-JA-2017-79468",460768.11,12655.14,0,"barcelona","08224",54000
"SUB-JA-2017-79504",211400,85173.67,0,"madrid","28017",92633.46
"SUB-JA-2017-79515",353307,0.01,0,"barcelona","08031",109000
"SUB-JA-2017-79530",249648,137234.04,0,"baleares","07470",186301
"SUB-JA-2017-79683",69235.2,15418.76,0,"valencia","46740",21682.74
"SUB-JA-2017-79720",138715.2,64297.78,0,"cadiz","11660",74900
"SUB-JA-2017-79760",104184.5,131900.98,0,"guadalajara","19250",99987.64
"SUB-JA-2017-79769",113750,60131.5,0,"alicante","03590",90001
"SUB-JA-2017-79776",582804.56,252967.72,0,"guadalajara","19266",291403
"SUB-JA-2017-79795",346871.09,194634.2,0,"madrid","28033",158213
"SUB-JA-2017-79835",536558.61,199111.06,0,"leon","24001",223005.45
"SUB-JA-2017-79851",1422000,298703.04,0,"barcelona","08610",390000
"SUB-JA-2017-79855",45717.09,11859.27,0,"madrid","28002",10000
"SUB-JA-2017-79867",180600,71363.17,0,"madrid","28029",91630
"SUB-JA-2017-79889",304500,117538.92,0,"barcelona","08600",186500
"SUB-JA-2017-79934",170000,70199.47,0,"madrid","28035",145400
"SUB-JA-2017-79939",282579.3,157360.83,0,"guipuzcoa","20180",192000
"SUB-JA-2017-79946",109749.11,50723.23,109749.11,"barcelona","08017",310003
"SUB-JA-2017-79948",185669,115297.57,0,"barcelona","08800",114277.5
"SUB-JA-2017-79950",753440,275098.8,0,"valencia","46138",250300
"SUB-JA-2017-79996",224778.53,101425.8,0,"baleares","07360",206500
"SUB-JA-2017-80060",207600,119260.99,0,"toledo","45150",103810
"SUB-JA-2017-80064",10624.76,22493.75,0,"palencia","34240",8800
"SUB-JA-2017-80102",119597.51,72950.72,0,"badajoz","06003",59798.76
"SUB-JA-2017-80113",203092.36,102839.85,0,"almeria","04638",128000
"SUB-JA-2017-80138",8004,7691.26,8004,"barcelona","08013",4800.69
"SUB-JA-2017-80183",221344,121360.24,0,"cadiz","11550",155000
"SUB-JA-2017-80209",143240.02,17855.24,143265.02,"orense","32005",7000
"SUB-JA-2017-80225",50485.02,13496.42,0,"badajoz","06400",25792.22
"SUB-JA-2017-80307",28632.58,230000,28632.58,"asturias","33300",1432
"SUB-JA-2017-80328",343133.7,154847.48,0,"madrid","28411",270000
"SUB-JA-2017-80330",137000,95628.91,0,"malaga","29600",117326
"SUB-JA-2017-80386",1097700,493438.51,0,"baleares","07001",770000
"SUB-JA-2017-80391",291100,229643.76,0,"barcelona","08191",145550
"SUB-JA-2017-80444",170092.87,122543.51,0,"alicante","03710",85046.44
"SUB-JA-2017-80508",306326.75,159781.19,306326.75,"barcelona","08227",136827.61
"SUB-JA-2017-80514",155700,155700,0,"albacete","02435",96846
"SUB-JA-2017-80527",463433,155773.08,0,"granada","18370",173329.64
"SUB-JA-2017-80528",399440.59,320018.84,399440.59,"valencia","46132",203714.7
"SUB-JA-2017-80546",722668.97,69539.38,0,"alicante","03600",216900
