"subId","estimatedValue","debtAmount","independentValuation","longitude","latitude","maxBid"
"SUB-JA-2017-73300",636300,383933.75,0,1.7441475,42.232893,428500
"SUB-JA-2017-73316",433100,294182.03,0,-3.8706208,40.4124967,420000
"SUB-JA-2017-73387",111482.58,63083.24,0,-3.6395141,40.4072602,95501.79
"SUB-JA-2017-73388",223526.2,138272.13,0,-4.5005808,39.8325449,156468.34
"SUB-JA-2017-73415",495933.72,102867.5,0,-3.6750005,40.4570185,170000
"SUB-JA-2017-73495",5534.29,8038.34,0,-0.4266584,39.4597817,5000
"SUB-JA-2017-73498",15000,31821.14,0,-0.3136781,39.5429172,5400
"SUB-JA-2017-73505",1798312,1340277.9,0,2.1131154,41.39438190000001,899200.6
"SUB-JA-2017-73527",142978.08,48588.14,0,-3.654719499999999,40.3864182,100085
"SUB-JA-2017-73539",1353005.37,450615.31,0,1.7441475,42.232893,350500
"SUB-JA-2017-73569",76831.04,13759.41,0,1.0322845,41.1883384,16525
"SUB-JA-2017-73601",477000,289408.72,0,-3.664859,40.4319062,272440
"SUB-JA-2017-73626",6948,4079.38,0,-1.8123324,38.5760616,3476
"SUB-JA-2017-73669",13518.26,60216.32,13518.26,-3.8706208,40.4124967,9462.79
"SUB-JA-2017-73686",355400,40272.4,0,-5.4293045,36.2174398,92665
"SUB-JA-2017-73717",142412.82,71830.48,0,2.4950428,39.506322,55000
"SUB-JA-2017-73738",24123,100201.66,0,-4.5160396,36.6265566,10701.92
"SUB-JA-2017-73774",45242,22735.81,0,1.3180042,41.3435678,31670
"SUB-JA-2017-73811",1702000,41000,0,-4.1060031,36.7691911,237123
"SUB-JA-2017-73818",245186.75,254186.75,0,-4.474826,36.6819541,561000
"SUB-JA-2017-73823",1088645,321225.1,1088645,2.728219,39.6302142,500000
"SUB-JA-2017-73840",177500,344431,0,-3.9164585,40.2734026,185000
"SUB-JA-2017-73867",134608.52,40407.41,0,-2.6288523,36.7637909,43310.03
"SUB-JA-2017-73914",180052.74,90538.18,0,-4.800233299999999,41.6507025,75150
"SUB-JA-2017-73916",101935.15,63089.95,0,-3.6065848,40.4108343,127000
"SUB-JA-2017-73918",240500,84264.74,0,-0.102718,38.8518701,108063.5
"SUB-JA-2017-73949",85334.73,37184.6,0,-0.6322614999999999,38.2911575,47159.98
"SUB-JA-2017-73981",146731.68,63759.74,0,-3.8299106,40.2507841,74000
"SUB-JA-2017-74001",449550,166494.56,0,2.9076094,39.7907419,253723
"SUB-JA-2017-74026",212611.53,0.01,0,,,100
"SUB-JA-2017-74053",144491.25,65914.44,0,-8.4033458,43.3706797,85001
"SUB-JA-2017-74074",153550,65451.9,0,-4.0388918,40.1057665,107485
"SUB-JA-2017-74099",110359.58,62558.8,0,-16.7175669,28.0817717,89000
"SUB-JA-2017-74151",170866.28,75652.34,0,-5.9251211,37.4212157,137399.05
"SUB-JA-2017-74172",17480.3,5115.6,17480.3,-3.1528692,40.819751,5100
"SUB-JA-2017-74185",117710.54,1233083.99,0,-4.7795149,37.2117296,10100
"SUB-JA-2017-74190",269914,286611.38,0,-0.4490575,38.3881361,142100
"SUB-JA-2017-74207",327316.78,226314.8,0,2.1523914,41.378633,230000
"SUB-JA-2017-74230",213100,216846.77,0,-4.588239199999999,36.5807015,126449.94
"SUB-JA-2017-74233",174000,62604.4,174000,-2.7929203,36.7869792,90000
"SUB-JA-2017-74235",93188.4,309667.58,0,-3.644582,40.422369,50161.7
"SUB-JA-2017-74279",200000,104487.67,0,-3.6978264,40.3366601,140000
"SUB-JA-2017-74313",365030,191084.68,0,-4.1820961,40.2233121,241768
"SUB-JA-2017-74433",365970.13,176752.28,0,-5.2579968,37.7024231,186000
"SUB-JA-2017-74456",250096,190224.12,0,-3.7282769,40.4781971,125049
"SUB-JA-2017-74487",84210.83,68627.56,0,,,42105.42
"SUB-JA-2017-74523",135347.29,33848.58,0,-6.089103199999999,36.3896325,46110.1
"SUB-JA-2017-74524",63176.5,22127.52,0,-5.4699173,36.146578,37906
"SUB-JA-2017-74580",265869,76911.03,0,-6.674504199999999,37.2908295,114325
"SUB-JA-2017-74601",161000,45294.39,0,-5.9753267,37.4000675,67887
"SUB-JA-2017-74611",105000,70852.05,105000,-1.5959709,42.8112662,97374
"SUB-JA-2017-74612",28000,20469.81,0,-8.644246299999999,42.4297279,24000
"SUB-JA-2017-74656",273475.26,124820.3,0,-4.5160396,36.6265566,118801
"SUB-JA-2017-74671",90000,44880,90000,3.0375914,39.508962,63200
"SUB-JA-2017-74711",216809,119867.57,0,-0.8890853,41.6488226,108500
"SUB-JA-2017-74735",188840.78,59928.12,188840.78,-1.1161166,42.09255539999999,54000
"SUB-JA-2017-74748",308550,6734.32,0,-3.6864121,40.4731818,307000.4
"SUB-JA-2017-74750",396347.9,209272.01,0,-3.6699295,40.4063013,198174
"SUB-JA-2017-74764",851000,573038.57,0,-3.680072,40.4161588,429881
"SUB-JA-2017-74768",120000,62860.21,0,3.2080991,42.2605204,132500
"SUB-JA-2017-74823",1723081.42,974270.82,0,2.5693337,39.65445860000001,2307131.2
"SUB-JA-2017-74939",251089.96,142587.13,0,2.2101403,41.4538682,125544.98
"SUB-JA-2017-74955",100716.27,18179.72,0,-15.471249,27.8889893,24930
"SUB-JA-2017-75002",68226.89,22473.57,0,0.6251540999999999,41.6543565,30685.33
"SUB-JA-2017-75013",455201.88,130290.37,0,2.0714223,41.5775971,150090
"SUB-JA-2017-75017",486165.12,68640.7,0,-4.7827516,37.8861903,198500
"SUB-JA-2017-75047",492791.6,304367.75,0,-7.2329255,37.2792962,135000
"SUB-JA-2017-75060",109142.55,44811.71,0,-6.9531225,37.210866,82225.52
"SUB-JA-2017-75086",120000,40914.39,0,-4.7795149,40.0162365,56812
"SUB-JA-2017-75116",71976.06,39622.27,0,-6.0996978,40.0361505,54553
"SUB-JA-2017-75117",82811.66,30000,82811.66,-16.3213623,28.4843195,41406
"SUB-JA-2017-75146",1802995,647392,0,-3.6864121,40.4731818,1289000
"SUB-JA-2017-75147",340934.6,160996.8,0,2.4014836,41.639776,200300
"SUB-JA-2017-75155",29258.46,20000,0,-6.935674,37.2611653,2930
"SUB-JA-2017-75192",65000,57887.1,0,-2.6487087,41.05945579999999,113679.54
"SUB-JA-2017-75239",210037.2,190115.83,0,2.1229311,41.364151,105018.6
"SUB-JA-2017-75241",22331,9880.06,0,2.6760251,39.5617364,11800
"SUB-JA-2017-75245",16050,20659.74,0,-6.089103199999999,36.3896325,7500
"SUB-JA-2017-75248",111905.11,21070,0,-6.9960925,37.2083342,51300
"SUB-JA-2017-75282",158800,202945.12,0,-3.7358924,40.378739,111161
"SUB-JA-2017-75293",149625.8,91664.9,0,-1.8172069,37.2244661,89775.48
"SUB-JA-2017-75302",23296.88,14926.67,0,-3.6699295,40.4063013,18000
"SUB-JA-2017-75356",17136,3266.82,0,-3.6978264,40.36722760000001,8600
"SUB-JA-2017-75360",315830,251359.4,315830,-3.9980485,40.6367104,127300
"SUB-JA-2017-75386",40300,11495.62,0,-3.5863313,40.3809156,17800
"SUB-JA-2017-75423",216469.76,202098.97,0,-3.7358924,40.378739,53700
"SUB-JA-2017-75442",54756.57,29559.63,0,-0.5588787,39.1686381,27478
"SUB-JA-2017-75465",362500,169753.21,0,-8.8266283,42.3932049,175100
"SUB-JA-2017-75468",11000,1910.28,11000,2.7829605,41.69222,3037.81
"SUB-JA-2017-75591",90871.58,92558.24,0,-2.6043204,39.2676169,85575
"SUB-JA-2017-75598",321030.43,0.01,0,-2.6834778,36.7571919,322000
"SUB-JA-2017-75612",291796.56,168192.84,291796.56,3.3691241,39.6340774,214844.94
"SUB-JA-2017-75673",430701,155418.19,0,-3.685144,40.4617817,304000
"SUB-JA-2017-75706",47437.07,53829.19,48000,-3.6471162,42.3605822,24000.37
"SUB-JA-2017-75708",39403.55,12689.33,39403.55,-4.857249299999999,37.693062,17055
"SUB-JA-2017-75723",174842.01,179636.02,0,2.0248701,41.56594550000001,150000
"SUB-JA-2017-75750",311118.6,255485.45,0,2.1082083,41.3694303,155559.3
"SUB-JA-2017-75753",360701.28,169282.64,360701.28,-4.1411406,39.6710276,180350.64
"SUB-JA-2017-75776",454990,256432.38,0,-3.1666708,40.6332793,318500
"SUB-JA-2017-75802",884906.8,134682.22,0,-5.0234472,36.47692860000001,558000
"SUB-JA-2017-75805",64603.7,34451.57,64603.7,-5.3520876,37.3046946,41650
"SUB-JA-2017-75809",97223.13,38864.96,0,-4.4284985,36.8825778,48612.57
"SUB-JA-2017-75836",197739,106041.09,0,-2.9775558,39.2411734,125000
"SUB-JA-2017-75843",67028.81,104294.54,0,-4.572759800000001,36.662093,90263
"SUB-JA-2017-75862",225332,11384.53,0,-6.397088399999999,36.7286748,37250
"SUB-JA-2017-75875",12312,4984.46,0,-0.7069658,38.2656883,8100
"SUB-JA-2017-75919",141700,137206.04,0,-4.5676009,36.6030471,70850
"SUB-JA-2017-75956",318250,151536.45,0,-3.7003632,40.4765501,190950
"SUB-JA-2017-75957",688000,261051.33,0,-3.6990948,40.4244585,344400
"SUB-JA-2017-76059",143010,76634.45,0,-7.4056928,37.2686016,91421
"SUB-JA-2017-76082",76367.03,10770.8,76367.03,-6.9638624,39.2370297,19000
"SUB-JA-2017-76142",440400,328264.39,0,-3.6699295,40.4063013,274500.01
"SUB-JA-2017-76172",34300,18583.02,0,-5.9885456,37.439299,17200.01
"SUB-JA-2017-76175",135118.37,100995.47,0,0.1649589,38.7955973,75000
"SUB-JA-2017-76197",121802.53,76080.72,0,-5.5407299,39.9106971,85262
"SUB-JA-2017-76201",45394,693782.48,0,-6.009701799999999,37.3424297,33048
"SUB-JA-2017-76214",3600,4037.9,3600,2.0567163,41.3327758,1080.28
"SUB-JA-2017-76237",226113.54,198268.09,0,-2.5693337,36.9586513,96000
"SUB-JA-2017-76239",411899,262021.65,0,-8.810092899999999,42.4018026,247457.38
"SUB-JA-2017-76266",181200,142761.05,0,-5.4633649,36.131983,80000
"SUB-JA-2017-76324",229100,64199.5,0,-5.5407299,39.9106971,99350
"SUB-JA-2017-76372",82000,40483.81,0,-8.411569,43.3556955,59000
"SUB-JA-2017-76399",187591.72,107738.01,0,-7.2329255,37.2792962,95500
"SUB-JA-2017-76412",2129347.59,1714658.32,0,-3.68134,40.4351996,1200000
"SUB-JA-2017-76432",4744.56,3005.09,0,2.6362975,39.609109,50
"SUB-JA-2017-76435",590800,326380.36,590800,2.5470339,41.5855397,245000
"SUB-JA-2017-76437",106585,77437.93,0,-0.4408037,39.2886534,73500
"SUB-JA-2017-76489",269668,357890.51,0,-3.6864121,40.4731818,188770
"SUB-JA-2017-76500",112218.57,74555.82,0,-4.8313257,39.9423872,78553
"SUB-JA-2017-76530",118997,111702.88,0,2.1229311,41.364151,83297.9
"SUB-JA-2017-76535",94194.38,19427.36,0,-83.3682539,42.3691884,31350
"SUB-JA-2017-76550",15345.75,15122.52,0,-3.4801349,36.7527767,6100
"SUB-JA-2017-76581",19181.5,6715.26,0,-0.8532168,41.622974,14170.74
"SUB-JA-2017-76614",150363,194394.85,0,-0.5352355999999999,39.246716,85000
"SUB-JA-2017-76636",116572.35,69642.44,0,-0.4785495,39.2677367,60000
"SUB-JA-2017-76659",605064.95,458093.84,0,2.0420152,41.4582155,302533.48
"SUB-JA-2017-76664",780000,524797.81,0,-3.701631699999999,40.4091106,624415.21
"SUB-JA-2017-76668",1065030,577879.02,0,-0.5352355999999999,39.1219221,507200
"SUB-JA-2017-76724",676500,445137.19,676500,-3.0576199,39.4049862,376800
"SUB-JA-2017-76847",5717000,9090546.51,0,-2.4307539,43.1199136,2585600
"SUB-JA-2017-76853",300000,9090546.51,0,-2.4307539,43.1199136,150100
"SUB-JA-2017-76885",90000,90151.81,0,-2.7083287,38.2748891,2000000
"SUB-JA-2017-76889",50823.68,5861.11,0,2.688447,41.6994414,25500
"SUB-JA-2017-76906",218506.74,135737.43,0,-0.4750093,38.3564426,162490.8
"SUB-JA-2017-76922",142790.6,107051.96,142790.6,-0.3062282,39.2043643,72000
"SUB-JA-2017-76940",2679000,2007361.84,0,-3.9980485,39.8406391,1339501
"SUB-JA-2017-76999",168892.41,133526,0,-4.1206748,40.10289239999999,118225
"SUB-JA-2017-77005",239000,194165.49,0,,,188000
"SUB-JA-2017-77021",384756,193171.12,0,-3.680072,40.4161588,309500
"SUB-JA-2017-77051",310292,106055.37,0,-5.997800499999999,37.3896172,137871.37
"SUB-JA-2017-77147",107827.2,55949.51,0,-0.4667501000000001,38.7123233,54000
"SUB-JA-2017-77150",165090.48,80492.14,165090.48,-0.8484524,38.6289448,108044.56
"SUB-JA-2017-77202",515705,397973.64,0,-3.7232005,40.6762828,257852.5
"SUB-JA-2017-77255",3875313.93,2639321.06,3875313.93,1.9930466,41.54902560000001,761000
"SUB-JA-2017-77261",144000,89625.27,0,2.6760251,39.5823929,114224
"SUB-JA-2017-77290",584796,248020.5,0,2.2015347,41.3977365,186310
"SUB-JA-2017-77348",240000,247296.12,0,-0.5920027000000001,39.2879855,167999.99
"SUB-JA-2017-77369",547858.49,178684.52,0,-3.6395141,40.4072602,328600
"SUB-JA-2017-77408",311227,198299.64,0,-3.7232005,39.6954462,217858.9
"SUB-JA-2017-77410",412950,133600.94,0,-5.9251211,37.4212157,146503.17
"SUB-JA-2017-77416",313230,123988.4,0,-4.919894900000001,36.5154127,155004
"SUB-JA-2017-77479",1382800,676799.87,0,-0.3042778,39.6152816,741717.87
"SUB-JA-2017-77503",104098.17,37372.39,0,,,48598
"SUB-JA-2017-77612",345779.59,54488.25,235200,-4.3667907,37.0992798,130450
"SUB-JA-2017-77621",159500,96487.82,0,-5.6352801,40.1005293,102750
"SUB-JA-2017-77668",40400,5978.24,0,-0.6844213,37.9791236,18001
"SUB-JA-2017-77716",1197700,482747.63,0,1.8562218,41.2609286,625000
"SUB-JA-2017-77718",189262,168709.38,0,-2.6043204,39.2676169,94635
"SUB-JA-2017-77720",101121.2,54949.83,0,-3.6978264,40.3366601,101500.01
"SUB-JA-2017-77740",357800,179557.78,0,-3.8171953,40.3404353,180000
"SUB-JA-2017-77743",40769.2,19767.58,0,-6.453913600000001,38.4440634,24000
"SUB-JA-2017-77748",161193.37,82598.78,0,2.7829605,41.69222,123502
"SUB-JA-2017-77783",202839.2,150213.04,0,-4.5160396,36.6265566,129000
"SUB-JA-2017-77809",157769.74,92083.01,0,2.9475662,39.7073604,133900
"SUB-JA-2017-77823",111104,77421.75,0,-0.5210564999999999,38.3628307,56000
"SUB-JA-2017-77907",4182,8447.27,0,-6.0388036,37.4340842,1800.01
"SUB-JA-2017-77962",128409.6,88857.94,128409.6,-5.2788926,36.3525641,89886.72
"SUB-JA-2017-78025",8267832.59,3805408.55,0,-3.9889273,40.1542118,4133917
"SUB-JA-2017-78046",436799.25,108788.72,0,-5.2919563,36.2844331,232000
"SUB-JA-2017-78053",766298,490766.74,0,-4.1360234,42.9983712,496000
"SUB-JA-2017-78057",97081.2,36535.11,0,-16.3287199,28.4365802,52495
"SUB-JA-2017-78062",72752.52,43372.65,0,2.9625587,42.2720326,54007.07
"SUB-JA-2017-78072",73350,38095.58,0,-2.6834778,36.7571919,44848.55
"SUB-JA-2017-78085",50000,51882.77,50000,-1.9685826,42.2785596,46000
"SUB-JA-2017-78208",161250,102480.41,0,-4.5160396,36.6265566,112875
"SUB-JA-2017-78209",226384.9,226384.9,0,-3.8197381,40.4243614,86006.04
"SUB-JA-2017-78211",5111411.97,4786875,0,-3.9368439,40.3542644,2780000
"SUB-JA-2017-78236",165000,9322.31,0,-6.089103199999999,36.3896325,4000
"SUB-JA-2017-78265",197035.44,158917.86,0,-3.6902166,40.39547640000001,90000.01
"SUB-JA-2017-78266",527480,102066.3,527480,-3.3590446,39.0437007,129400
"SUB-JA-2017-78275",100025.79,21948.7,0,-6.131492799999999,39.3872098,28000
"SUB-JA-2017-78292",2015.85,45088.25,0,-7.888488099999999,43.7524978,150
"SUB-JA-2017-78306",173000,90051.85,0,-0.4974359,39.4957302,86510
"SUB-JA-2017-78353",136487.25,22992.13,0,0.0419877,38.6477333,143650
"SUB-JA-2017-78387",206880,80411.34,0,-2.9975593,40.0041681,103500
"SUB-JA-2017-78391",264990.9,132155.85,0,-5.9673967,37.3552204,152000
"SUB-JA-2017-78393",279000,226558.11,0,2.6499501,39.576534,160000
"SUB-JA-2017-78445",55932.12,189914.69,0,-3.6243133,40.4331811,92001
"SUB-JA-2017-78448",165325.93,76004.54,0,,,88100
"SUB-JA-2017-78498",27500,15950.89,0,-3.566086,37.1741655,15500
"SUB-JA-2017-78520",6000,81864.36,0,-3.6100549,40.555352,8000
"SUB-JA-2017-78662",148000,2625.83,0,-3.644582,40.4427203,94000
"SUB-JA-2017-78663",14714.7,5448.97,0,-8.4088278,43.3606908,10705
"SUB-JA-2017-78709",70089.02,47685.05,0,-2.2728877,37.3716515,45600
"SUB-JA-2017-78741",185027.13,96170.19,0,-1.8025852,39.067615,122730.48
"SUB-JA-2017-78769",1260552.2,75174.32,0,-3.7739869,40.80621070000001,127000.01
"SUB-JA-2017-78840",205000,88635.23,0,-5.4672962,42.6653044,144000
"SUB-JA-2017-78979",163350,145596.11,0,-2.7929203,36.7869792,114350
"SUB-JA-2017-79023",128399.32,98675.63,0,-0.7034053,38.2591174,57795.19
"SUB-JA-2017-79077",200422,206219.9,0,2.1597595,41.4960695,133020
"SUB-JA-2017-79086",147000,104016.64,0,-1.5959709,42.8112662,70000
"SUB-JA-2017-79105",84426.26,60126.49,0,-3.6952896,40.4563733,59200
"SUB-JA-2017-79113",69120,13093.35,49649.48,-7.866718199999998,42.3546114,20202
"SUB-JA-2017-79130",33755.13,33281,0,-6.781523699999999,37.4336792,23762
"SUB-JA-2017-79145",142311.84,110642.73,0,-0.5163312,38.4102285,109501.9
"SUB-JA-2017-79160",341418,165289.43,0,-3.4700327,40.36917469999999,170709
"SUB-JA-2017-79201",102300,64583.8,0,-3.701631699999999,40.4091106,72600
"SUB-JA-2017-79205",143462,57070.74,0,-0.12961,38.5387774,62000
"SUB-JA-2017-79254",178370,109454.26,0,1.7490143,41.2324752,117778
"SUB-JA-2017-79321",328960,126416.77,0,1.9636914,41.2792267,166400
"SUB-JA-2017-79331",226204.56,178522.88,226204.56,2.116796,41.3730301,158343.19
"SUB-JA-2017-79340",315469.56,172893.13,0,-4.738101299999999,40.058871,207406.5
"SUB-JA-2017-79369",42700,11502.96,0,-5.9753267,37.4000675,29000
"SUB-JA-2017-79433",249648,127032.7,0,2.8377656,39.4726336,164640
"SUB-JA-2017-79438",19983.34,5006.81,0,3.1127413,42.2483638,40001
"SUB-JA-2017-79455",298282.31,242026.04,0,2.3838304,41.5041512,372006
"SUB-JA-2017-79459",308192.2,158852.89,0,-0.1073935,39.9965828,103000
"SUB-JA-2017-79465",39900,66294.38,0,0.9533984,41.0858619,30100
"SUB-JA-2017-79468",460768.11,12655.14,0,1.9930466,41.54902560000001,54000
"SUB-JA-2017-79504",211400,85173.67,0,-3.644582,40.422369,92633.46
"SUB-JA-2017-79515",353307,0.01,0,2.1659005,41.4321952,109000
"SUB-JA-2017-79530",249648,137234.04,0,3.0751517,39.9020882,186301
"SUB-JA-2017-79683",69235.2,15418.76,0,-0.3983829,39.0964381,21682.74
"SUB-JA-2017-79720",138715.2,64297.78,0,-5.551228,36.7711118,74900
"SUB-JA-2017-79760",104184.5,131900.98,0,-2.6487087,41.05945579999999,99987.64
"SUB-JA-2017-79769",113750,60131.5,0,-0.0466559,38.6215091,90001
"SUB-JA-2017-79776",582804.56,252967.72,0,-2.728219,41.0978789,291403
"SUB-JA-2017-79795",346871.09,194634.2,0,-3.654719499999999,40.4729146,158213
"SUB-JA-2017-79835",536558.61,199111.06,0,-5.578137799999999,42.5983452,223005.45
"SUB-JA-2017-79851",1422000,298703.04,0,1.8220818,42.0736589,390000
"SUB-JA-2017-79855",45717.09,11859.27,0,-3.6750005,40.4468464,10000
"SUB-JA-2017-79867",180600,71363.17,0,-3.7003632,40.4765501,91630
"SUB-JA-2017-79889",304500,117538.92,0,1.8464648,42.097993,186500
"SUB-JA-2017-79934",170000,70199.47,0,-3.7282769,40.4781971,145400
"SUB-JA-2017-79939",282579.3,157360.83,0,-1.8415871,43.2857125,192000
"SUB-JA-2017-79946",109749.11,50723.23,109749.11,2.1008486,41.4171333,310003
"SUB-JA-2017-79948",185669,115297.57,0,1.7052325,41.2381518,114277.5
"SUB-JA-2017-79950",753440,275098.8,0,-0.3442449,39.5919278,250300
"SUB-JA-2017-79996",224778.53,101425.8,0,2.862698,39.714629,206500
"SUB-JA-2017-80060",207600,119260.99,0,-4.5005808,39.66798319999999,103810
"SUB-JA-2017-80064",10624.76,22493.75,0,-4.2128337,41.941705,8800
"SUB-JA-2017-80102",119597.51,72950.72,0,-6.967890300000001,38.8724985,59798.76
"SUB-JA-2017-80113",203092.36,102839.85,0,-1.8611011,37.1220313,128000
"SUB-JA-2017-80138",8004,7691.26,8004,2.181871000000001,41.4031163,4800.69
"SUB-JA-2017-80183",221344,121360.24,0,-6.397088399999999,36.7286748,155000
"SUB-JA-2017-80209",143240.02,17855.24,143265.02,-7.858556199999999,42.3233666,7000
"SUB-JA-2017-80225",50485.02,13496.42,0,-5.8775964,38.8609054,25792.22
"SUB-JA-2017-80307",28632.58,230000,28632.58,-5.4332335,43.4822994,1432
"SUB-JA-2017-80328",343133.7,154847.48,0,-3.9419415,40.6639731,270000
"SUB-JA-2017-80330",137000,95628.91,0,-4.919894900000001,36.5154127,117326
"SUB-JA-2017-80386",1097700,493438.51,0,2.651191400000001,39.5674685,770000
"SUB-JA-2017-80391",291100,229643.76,0,2.0175242,41.49364569999999,145550
"SUB-JA-2017-80444",170092.87,122543.51,0,0.0419877,38.6477333,85046.44
"SUB-JA-2017-80508",306326.75,159781.19,306326.75,2.0518154,41.5679653,136827.61
"SUB-JA-2017-80514",155700,155700,0,-1.985402,38.3323956,96846
"SUB-JA-2017-80527",463433,155773.08,0,-3.9572374,37.1778323,173329.64
"SUB-JA-2017-80528",399440.59,320018.84,399440.59,-0.3489496,39.5143748,203714.7
"SUB-JA-2017-80546",722668.97,69539.38,0,-0.8198774999999999,38.4716212,216900
"SUB-JA-2017-80588",340000,251220.97,340000,-3.9776389,40.5562572,564000
"SUB-JA-2017-80618",47300,5330.54,0,-0.8198774999999999,38.4716212,15000.01
"SUB-JA-2017-80632",171000,85827.98,0,-4.588239199999999,36.5807015,103025.11
"SUB-JA-2017-80656",384000,3000000,0,-7.540971799999999,42.9506443,3000
"SUB-JA-2017-80669",136696.62,86138.59,0,-5.7405139,40.01359799999999,95687.63
"SUB-JA-2017-80713",212545,118563.13,212545,3.0826673,42.2491738,175006.66
"SUB-JA-2017-80731",778331.68,202989.47,0,-7.1574784,38.7061395,1101000
"SUB-JA-2017-80754",89616.64,78633.98,0,-3.654719499999999,40.3966009,23000
"SUB-JA-2017-80769",350279,130507.46,0,-4.3250408,37.6171217,137033
"SUB-JA-2017-80783",521050,141643.64,0,2.0763253,41.6323786,210513.17
"SUB-JA-2017-80826",45000,31990,0,-3.6902166,40.39547640000001,38000
"SUB-JA-2017-80831",150346.47,94374.79,0,-6.985347399999999,39.3390728,105173.24
"SUB-JA-2017-80835",429655.18,47138.33,0,-6.2163597,42.3238415,65373.8
"SUB-JA-2017-80845",84861.85,84861.85,0,-3.8197381,40.4243614,84861.85
"SUB-JA-2017-80907",170940,68994.44,0,-17.3346229,28.0912436,80385.61
"SUB-JA-2017-80928",201566.85,102526.94,0,-2.9163471,43.2573881,77098
"SUB-JA-2017-80932",232656.85,81246.47,0,-3.654719499999999,40.3966009,97801.01
"SUB-JA-2017-80968",75000,75000,0,-0.6856616,39.4946443,2
"SUB-JA-2017-81093",120,69470.94,0,-73.5888575,40.831613,75500
"SUB-JA-2017-81104",12000,15258.58,0,-0.12961,38.5387774,3600
"SUB-JA-2017-81108",255808,166543.04,0,-3.8735078,40.0867245,179066
"SUB-JA-2017-81118",3800,12315.59,0,1.8903882,42.3586344,3100
"SUB-JA-2017-81126",211300,85890.13,0,-3.667394199999999,40.3681942,106000
"SUB-JA-2017-81138",76752.8,55809.9,0,-16.7175669,28.0817717,75000
"SUB-JA-2017-81185",4507.68,3898.23,0,-4.588239199999999,36.5807015,5000
"SUB-JA-2017-81197",198301.5,82950.14,0,-6.0732146,36.277074,99150.75
"SUB-JA-2017-81244",245266.64,64238.98,0,-0.9366844999999999,38.0832273,80100
"SUB-JA-2017-81258",168441,34974.22,0,-0.3689508,39.53370719999999,25000
"SUB-JA-2017-81288",7916.31,8386.75,0,-2.7929203,36.7869792,3958.15
"SUB-JA-2017-81300",499970,167830.81,0,-3.8553507,40.0710758,241429
"SUB-JA-2017-81306",99125,130600,0,2.1560753,41.4023493,70000
"SUB-JA-2017-81336",223192,126648.36,0,2.3566861,41.641945,111596
"SUB-JA-2017-81339",147050,45948.03,0,-3.8858955,39.6489137,69209
"SUB-JA-2017-81397",89000,1956.28,0,-3.654719499999999,40.4729146,82000
"SUB-JA-2017-81429",225836,139678.97,0,1.900155,41.5555859,158085.2
"SUB-JA-2017-81441",7000,39037,0,0.3654204,40.3593167,2000
"SUB-JA-2017-81454",7000,7000,7000,0.3654204,40.3593167,4000
"SUB-JA-2017-81483",257587.2,150508.73,0,-3.7708113,40.3349467,155000
"SUB-JA-2017-81529",176495,101260.05,0,-15.4214515,28.0745411,105897
"SUB-JA-2017-81587",221300,220174.19,0,-3.667394199999999,40.3681942,68000
"SUB-JA-2017-81607",29826.44,17893.67,0,-2.7182728,40.133955,18176.57
"SUB-JA-2017-81615",111000,90687.5,0,-3.7105118,40.4609722,78400
"SUB-JA-2017-81663",1573209.63,4212387.6,0,-6.8887202,37.2785516,150000
"SUB-JA-2017-81685",61826,32029.78,0,-5.751047499999999,37.6900375,45277.78
"SUB-JA-2017-81701",8264,8264,0,-0.9533984,41.6670654,600
"SUB-JA-2017-81714",530842,48745222.68,0,-7.2329255,37.2792962,125067.72
"SUB-JA-2017-81718",24000,48138.63,24000,-1.9588007,43.128938,6000
"SUB-JA-2017-81724",275715,107321.23,0,-3.4902391,40.7341843,137857.5
"SUB-JA-2017-81768",214800,90856.89,0,-4.5315029,40.0466555,107400
"SUB-JA-2017-81836",213139.57,116649.05,0,-6.2847357,36.5175949,132233
"SUB-JA-2017-81855",241800,186064.18,0,-0.06066369999999999,39.9452757,103000
"SUB-JA-2017-81878",49729.72,32140.67,0,-0.3513021,39.73896250000001,40000
"SUB-JA-2017-81969",479536,124416.33,0,-3.6395141,40.4072602,287800
"SUB-JA-2017-81973",178500,108287.45,0,-15.4155939,28.001003,123500
"SUB-JA-2017-81982",220317,127641.76,0,-0.5210564999999999,38.3628307,119500
"SUB-JA-2017-81999",306962.87,209010.79,0,-3.6902166,40.39547640000001,210000.01
"SUB-JA-2017-82007",197400,159542.47,0,2.1131154,41.53440430000001,138180
"SUB-JA-2017-82039",249482,62629.23,0,-16.3022339,28.4540218,82000
"SUB-JA-2017-82051",56959.17,24227.46,0,-2.3912362,43.2562467,24000
"SUB-JA-2017-82053",1003200,509383.24,0,-0.9366844999999999,38.0832273,501600
"SUB-JA-2017-82073",388002.78,160984.67,0,2.7481176,41.81737800000001,200518.78
"SUB-JA-2017-82102",119000,167675.7,0,-0.8722801,38.128651,100000
"SUB-JA-2017-82105",48821.34,11912,0,-0.2901815,39.70304429999999,15050
"SUB-JA-2017-82110",315800,146361.98,0,1.7052325,41.2381518,179700
"SUB-JA-2017-82119",89600,81838.12,0,-0.9366844999999999,38.0832273,30300
"SUB-JA-2017-82143",48080.97,31035.98,0,-8.7811645,42.9634303,36762.57
"SUB-JA-2017-82187",234626,80700.18,0,2.0175242,41.49364569999999,166481
